2,0.000279,0.000218,0.000291
3,0.000407,0.000362,0.000410
4,0.000491,0.000478,0.000441
5,0.000564,0.001066,0.000597
6,0.000549,0.000722,0.000759
7,0.000859,0.001547,0.000827
8,0.000815,0.001000,0.000888
9,0.000729,0.001290,0.001052
10,0.000828,0.001461,0.001171
11,0.000756,0.002738,0.001239
12,0.001283,0.001690,0.001324
